State,Date,Year,Month,CPI_Rural,CPI_Urban,CPI_Combined,Inflation_Rural,Inflation_Urban,Inflation_Combined
Tamil Nadu,2021-12-01,2021,12,160.04,169.74,164.89,2.02,4.61,3.31
Tamil Nadu,2022-01-01,2022,1,160.89,166.88,163.88,2.33,2.59,2.46
Tamil Nadu,2022-02-01,2022,2,162.73,167.6,165.17,3.26,2.79,3.03
Tamil Nadu,2022-03-01,2022,3,169.62,177.06,173.34,7.39,8.33,7.86
Tamil Nadu,2022-04-01,2022,4,168.68,175.71,172.2,6.56,7.25,6.9
Tamil Nadu,2022-05-01,2022,5,169.34,177.46,173.4,6.73,8.05,7.39
Tamil Nadu,2022-06-01,2022,6,171.47,176.6,174.04,7.83,7.28,7.55
Tamil Nadu,2022-07-01,2022,7,173.62,178.34,175.98,8.94,8.07,8.51
Tamil Nadu,2022-08-01,2022,8,172.03,179.7,175.86,7.7,8.64,8.17
Tamil Nadu,2022-09-01,2022,9,171.28,179.45,175.36,6.99,8.23,7.61
Tamil Nadu,2022-10-01,2022,10,170.38,180.06,175.22,6.2,8.34,7.27
Tamil Nadu,2022-11-01,2022,11,172.33,185.15,178.74,7.17,11.15,9.16
Tamil Nadu,2022-12-01,2022,12,173.74,182.93,178.34,7.81,9.56,8.68
Tamil Nadu,2023-01-01,2023,1,172.53,180.7,176.62,6.82,7.97,7.39
Tamil Nadu,2023-02-01,2023,2,171.31,181.81,176.56,5.83,8.37,7.1
Tamil Nadu,2023-03-01,2023,3,172.08,181.07,176.58,6.08,7.68,6.88
Tamil Nadu,2023-04-01,2023,4,174.36,180.91,177.64,7.24,7.34,7.29
Tamil Nadu,2023-05-01,2023,5,173.51,182.27,177.89,6.49,7.89,7.19
Tamil Nadu,2023-06-01,2023,6,176.62,182.09,179.35,8.16,7.53,7.85
Tamil Nadu,2023-07-01,2023,7,169.6,174.41,172.0,3.63,2.76,3.19
Tamil Nadu,2023-08-01,2023,8,171.88,174.86,173.37,4.8,2.79,3.79
Tamil Nadu,2023-09-01,2023,9,168.41,174.21,171.31,2.46,2.17,2.31
Tamil Nadu,2023-10-01,2023,10,170.3,176.3,173.3,3.38,3.16,3.27
Tamil Nadu,2023-11-01,2023,11,170.22,179.79,175.0,3.11,4.96,4.03
Tamil Nadu,2023-12-01,2023,12,169.41,180.46,174.94,2.4,5.11,3.76
Tamil Nadu,2024-01-01,2024,1,169.13,176.27,172.7,2.01,2.43,2.22
Tamil Nadu,2024-02-01,2024,2,169.73,176.0,172.86,2.15,2.04,2.1
Tamil Nadu,2024-03-01,2024,3,171.7,177.33,174.52,3.11,2.58,2.85
Tamil Nadu,2024-04-01,2024,4,171.83,177.94,174.88,2.97,2.7,2.84
Tamil Nadu,2024-05-01,2024,5,173.14,178.43,175.79,3.54,2.75,3.15
Tamil Nadu,2024-06-01,2024,6,183.96,188.96,186.46,9.78,8.57,9.17
Tamil Nadu,2024-07-01,2024,7,175.13,178.47,176.8,4.28,2.31,3.3
Tamil Nadu,2024-08-01,2024,8,175.16,177.94,176.55,4.08,1.78,2.93
Tamil Nadu,2024-09-01,2024,9,171.03,180.94,175.98,1.41,3.26,2.34
Tamil Nadu,2024-10-01,2024,10,175.29,178.72,177.0,3.71,1.77,2.74
Tamil Nadu,2024-11-01,2024,11,172.11,184.36,178.23,1.62,4.74,3.18
Tamil Nadu,2024-12-01,2024,12,172.87,184.02,178.45,1.86,4.32,3.09
Tamil Nadu,2025-01-01,2025,1,172.93,181.29,177.11,1.67,2.54,2.11
Tamil Nadu,2025-02-01,2025,2,176.0,181.74,178.87,3.26,2.57,2.92
Tamil Nadu,2025-03-01,2025,3,174.45,183.3,178.87,2.14,3.22,2.68
Tamil Nadu,2025-04-01,2025,4,176.54,183.04,179.79,3.15,2.85,3.0
Tamil Nadu,2025-05-01,2025,5,176.76,181.87,179.31,3.06,1.96,2.51
Tamil Nadu,2025-06-01,2025,6,177.2,186.02,181.61,3.1,4.07,3.58
Tamil Nadu,2025-07-01,2025,7,179.48,184.04,181.76,4.21,2.73,3.47
Tamil Nadu,2025-08-01,2025,8,179.04,186.06,182.55,3.74,3.63,3.69
Tamil Nadu,2025-09-01,2025,9,177.76,184.83,181.3,2.79,2.72,2.76
Tamil Nadu,2025-10-01,2025,10,176.52,186.22,181.37,1.86,3.27,2.57
Tamil Nadu,2025-11-01,2025,11,177.87,189.49,183.68,2.43,4.85,3.64
Tamil Nadu,2025-12-01,2025,12,177.62,189.36,183.49,2.08,4.55,3.32
Tamil Nadu,2026-01-01,2026,1,178.23,186.3,182.27,2.22,2.64,2.43
Telangana,2020-01-01,2020,1,150.62,156.1,153.36,4.26,6.46,5.36
Telangana,2020-02-01,2020,2,150.15,156.1,153.13,6.37,5.46,5.91
Telangana,2020-03-01,2020,3,146.23,150.05,148.14,4.57,6.42,5.49
Telangana,2020-04-01,2020,4,147.29,150.77,149.03,6.03,5.64,5.84
Telangana,2020-05-01,2020,5,148.23,149.91,149.07,5.65,5.16,5.4
Telangana,2020-06-01,2020,6,150.28,151.18,150.73,4.58,5.27,4.93
Telangana,2020-07-01,2020,7,155.8,157.94,156.87,4.67,4.5,4.59
Telangana,2020-08-01,2020,8,154.89,157.76,156.32,3.8,6.76,5.28
Telangana,2020-09-01,2020,9,154.39,158.13,156.26,3.38,5.8,4.59
Telangana,2020-10-01,2020,10,155.08,160.29,157.69,4.69,6.72,5.71
Telangana,2020-11-01,2020,11,157.51,168.48,162.99,4.56,4.49,4.53
Telangana,2020-12-01,2020,12,156.95,167.86,162.41,3.3,4.58,3.94
Telangana,2021-01-01,2021,1,158.34,164.47,161.41,5.17,5.73,5.45
Telangana,2021-02-01,2021,2,155.87,161.32,158.6,3.27,3.43,3.35
Telangana,2021-03-01,2021,3,155.36,159.91,157.64,2.67,2.25,2.46
Telangana,2021-04-01,2021,4,155.58,161.09,158.33,2.55,2.72,2.64
Telangana,2021-05-01,2021,5,154.88,163.3,159.09,1.83,3.85,2.84
Telangana,2021-06-01,2021,6,159.69,164.1,161.89,4.73,4.08,4.4
Telangana,2021-07-01,2021,7,159.57,166.11,162.84,4.39,5.08,4.73
Telangana,2021-08-01,2021,8,160.55,164.05,162.3,4.77,3.49,4.13
Telangana,2021-09-01,2021,9,158.47,164.36,161.41,3.15,3.41,3.28
Telangana,2021-10-01,2021,10,159.17,163.85,161.51,3.35,2.82,3.08
Telangana,2021-11-01,2021,11,159.42,168.69,164.05,3.26,5.58,4.42
Telangana,2021-12-01,2021,12,159.52,168.18,163.85,3.07,4.98,4.02
Telangana,2022-01-01,2022,1,161.05,165.83,163.44,3.79,3.24,3.52
Telangana,2022-02-01,2022,2,159.74,167.22,163.48,2.7,3.83,3.26
Telangana,2022-03-01,2022,3,166.8,175.99,171.4,6.97,9.0,7.98
Telangana,2022-04-01,2022,4,168.4,174.35,171.37,7.73,7.7,7.71
Telangana,2022-05-01,2022,5,167.03,175.7,171.37,6.6,8.25,7.42
Telangana,2022-06-01,2022,6,169.82,176.4,173.11,8.11,8.4,8.26
Telangana,2022-07-01,2022,7,170.19,176.06,173.12,8.08,7.91,7.99
Telangana,2022-08-01,2022,8,173.36,177.46,175.41,9.82,8.49,9.16
Telangana,2022-09-01,2022,9,171.41,177.55,174.48,8.33,8.26,8.29
Telangana,2022-10-01,2022,10,170.52,177.72,174.12,7.5,8.08,7.79
Telangana,2022-11-01,2022,11,169.37,182.65,176.01,6.52,10.8,8.66
Telangana,2022-12-01,2022,12,171.22,182.85,177.04,7.43,10.64,9.03
Telangana,2023-01-01,2023,1,170.27,180.06,175.17,6.58,8.67,7.62
Telangana,2023-02-01,2023,2,171.24,180.53,175.89,6.92,8.68,7.8
Telangana,2023-03-01,2023,3,171.51,180.34,175.92,6.83,8.29,7.56
Telangana,2023-04-01,2023,4,172.64,180.21,176.42,7.28,7.94,7.61
Telangana,2023-05-01,2023,5,173.62,181.49,177.56,7.64,8.43,8.03
Telangana,2023-06-01,2023,6,175.36,181.78,178.57,8.46,8.33,8.39
Telangana,2023-07-01,2023,7,168.85,173.52,171.19,4.18,3.15,3.67
Telangana,2023-08-01,2023,8,169.89,172.99,171.44,4.58,2.58,3.58
Telangana,2023-09-01,2023,9,167.89,173.37,170.63,3.1,2.54,2.82
Telangana,2023-10-01,2023,10,168.3,175.69,172.0,3.11,3.65,3.38
Telangana,2023-11-01,2023,11,168.03,179.73,173.88,2.7,5.77,4.24
Telangana,2023-12-01,2023,12,168.12,180.16,174.14,2.51,5.77,4.14
Telangana,2024-01-01,2024,1,169.4,175.13,172.26,3.06,2.56,2.81
Telangana,2024-02-01,2024,2,167.3,177.23,172.27,1.54,3.53,2.54
Telangana,2024-03-01,2024,3,171.04,177.61,174.32,3.57,3.5,3.53
Telangana,2024-04-01,2024,4,170.64,178.74,174.69,3.09,3.9,3.49
Telangana,2024-05-01,2024,5,170.56,176.44,173.5,2.8,2.31,2.56
Telangana,2024-06-01,2024,6,173.1,178.37,175.74,4.09,3.18,3.64
Telangana,2024-07-01,2024,7,173.75,178.97,176.36,4.24,3.28,3.76
Telangana,2024-08-01,2024,8,176.33,178.08,177.21,5.55,2.51,4.03
Telangana,2024-09-01,2024,9,171.9,179.04,175.47,2.66,2.81,2.74
Telangana,2024-10-01,2024,10,172.74,179.79,176.27,2.92,3.0,2.96
Telangana,2024-11-01,2024,11,174.06,183.1,178.58,3.47,4.64,4.06
Telangana,2024-12-01,2024,12,172.44,183.84,178.14,2.28,4.81,3.54
Telangana,2025-01-01,2025,1,174.98,180.1,177.54,3.55,2.43,2.99
Telangana,2025-02-01,2025,2,174.0,181.54,177.77,2.73,3.0,2.87
Telangana,2025-03-01,2025,3,174.87,182.53,178.7,3.01,3.31,3.16
Telangana,2025-04-01,2025,4,175.99,181.91,178.95,3.44,2.72,3.08
Telangana,2025-05-01,2025,5,174.56,182.27,178.42,2.37,2.68,2.53
Telangana,2025-06-01,2025,6,178.72,183.91,181.31,4.57,3.35,3.96
Telangana,2025-07-01,2025,7,177.98,182.65,180.31,3.9,2.4,3.15
Telangana,2025-08-01,2025,8,179.71,182.9,181.31,4.68,2.3,3.49
Telangana,2025-09-01,2025,9,176.95,184.24,180.59,2.84,2.81,2.83
Telangana,2025-10-01,2025,10,178.24,185.49,181.87,3.36,3.26,3.31
Telangana,2025-11-01,2025,11,177.28,187.98,182.63,2.58,4.4,3.49
Telangana,2025-12-01,2025,12,177.98,189.58,183.78,2.76,5.04,3.9
Telangana,2026-01-01,2026,1,178.95,185.69,182.32,3.08,2.65,2.87
Tripura,2020-01-01,2020,1,147.07,152.53,149.8,4.65,5.89,5.27
Tripura,2020-02-01,2020,2,147.8,151.81,149.8,3.76,3.85,3.81
Tripura,2020-03-01,2020,3,140.4,146.3,143.35,6.33,6.23,6.28
Tripura,2020-04-01,2020,4,142.41,147.05,144.73,5.16,5.83,5.5
Tripura,2020-05-01,2020,5,141.92,146.47,144.2,5.21,5.14,5.18
Tripura,2020-06-01,2020,6,144.79,147.72,146.25,5.21,6.23,5.72
Tripura,2020-07-01,2020,7,151.45,154.35,152.9,5.98,3.28,4.63
Tripura,2020-08-01,2020,8,151.55,153.22,152.39,3.17,4.5,3.83
Tripura,2020-09-01,2020,9,150.84,156.67,153.75,3.84,3.68,3.76
Tripura,2020-10-01,2020,10,149.24,154.67,151.96,5.82,4.95,5.39
Tripura,2020-11-01,2020,11,153.55,163.98,158.76,6.02,6.56,6.29
Tripura,2020-12-01,2020,12,155.19,164.03,159.61,6.83,3.07,4.95
Tripura,2021-01-01,2021,1,152.47,162.34,157.4,4.69,7.77,6.23
Tripura,2021-02-01,2021,2,151.18,157.7,154.44,3.48,4.34,3.91
Tripura,2021-03-01,2021,3,149.53,156.66,153.09,2.04,3.31,2.67
Tripura,2021-04-01,2021,4,152.54,160.8,156.67,3.77,5.7,4.73
Tripura,2021-05-01,2021,5,150.31,158.48,154.39,1.94,3.83,2.88
Tripura,2021-06-01,2021,6,154.98,158.68,156.83,4.79,3.63,4.21
Tripura,2021-07-01,2021,7,155.34,158.94,157.14,4.71,3.46,4.08
Tripura,2021-08-01,2021,8,157.77,160.72,159.24,6.02,4.27,5.15
Tripura,2021-09-01,2021,9,156.83,162.61,159.72,5.07,5.16,5.12
Tripura,2021-10-01,2021,10,156.42,162.05,159.24,4.48,4.46,4.47
Tripura,2021-11-01,2021,11,157.39,164.36,160.87,4.81,5.61,5.21
Tripura,2021-12-01,2021,12,156.76,164.02,160.39,4.07,5.06,4.57
Tripura,2022-01-01,2022,1,153.14,163.23,158.19,1.37,4.22,2.79
Tripura,2022-02-01,2022,2,157.99,164.74,161.36,4.26,4.85,4.55
Tripura,2022-03-01,2022,3,164.57,171.96,168.26,8.28,9.1,8.69
Tripura,2022-04-01,2022,4,162.28,171.5,166.89,6.46,8.47,7.46
Tripura,2022-05-01,2022,5,163.66,173.09,168.38,7.04,9.13,8.08
Tripura,2022-06-01,2022,6,167.79,174.57,171.18,9.42,9.71,9.57
Tripura,2022-07-01,2022,7,166.71,172.01,169.36,8.39,7.77,8.08
Tripura,2022-08-01,2022,8,168.42,174.19,171.31,9.18,8.79,8.99
Tripura,2022-09-01,2022,9,166.77,172.19,169.48,7.8,7.21,7.5
Tripura,2022-10-01,2022,10,167.03,175.21,171.12,7.65,8.75,8.2
Tripura,2022-11-01,2022,11,168.18,179.2,173.69,8.08,10.88,9.48
Tripura,2022-12-01,2022,12,165.81,178.42,172.12,6.25,10.06,8.16
Tripura,2023-01-01,2023,1,169.63,176.64,173.14,8.38,8.63,8.5
Tripura,2023-02-01,2023,2,168.73,176.0,172.37,7.49,7.91,7.7
Tripura,2023-03-01,2023,3,170.36,179.29,174.82,8.21,9.59,8.9
Tripura,2023-04-01,2023,4,170.88,177.25,174.06,8.23,8.01,8.12
Tripura,2023-05-01,2023,5,168.72,177.58,173.15,6.56,7.89,7.23
Tripura,2023-06-01,2023,6,173.09,179.64,176.37,9.01,8.81,8.91
Tripura,2023-07-01,2023,7,165.75,170.97,168.36,4.09,3.24,3.66
Tripura,2023-08-01,2023,8,165.9,172.08,168.99,3.89,3.6,3.75
Tripura,2023-09-01,2023,9,165.35,171.47,168.41,3.25,2.92,3.09
Tripura,2023-10-01,2023,10,165.1,174.67,169.89,2.8,4.54,3.67
Tripura,2023-11-01,2023,11,165.77,177.53,171.65,2.93,5.93,4.43
Tripura,2023-12-01,2023,12,168.91,177.48,173.2,4.59,5.59,5.09
Tripura,2024-01-01,2024,1,168.93,174.37,171.65,4.3,3.43,3.86
Tripura,2024-02-01,2024,2,166.5,175.22,170.86,2.51,3.63,3.07
Tripura,2024-03-01,2024,3,168.95,174.08,171.52,3.74,2.65,3.19
Tripura,2024-04-01,2024,4,168.31,176.13,172.22,3.06,3.55,3.31
Tripura,2024-05-01,2024,5,168.79,176.29,172.54,3.06,3.35,3.2
Tripura,2024-06-01,2024,6,174.0,177.22,175.61,5.95,3.59,4.77
Tripura,2024-07-01,2024,7,173.25,177.68,175.46,5.21,3.55,4.38
Tripura,2024-08-01,2024,8,172.94,179.08,176.01,4.73,4.07,4.4
Tripura,2024-09-01,2024,9,170.11,178.45,174.28,2.73,3.4,3.07
Tripura,2024-10-01,2024,10,172.96,179.41,176.18,4.17,3.66,3.91
Tripura,2024-11-01,2024,11,171.48,182.29,176.89,3.0,5.02,4.01
Tripura,2024-12-01,2024,12,173.06,186.05,179.56,3.66,6.88,5.27
Tripura,2025-01-01,2025,1,174.55,179.99,177.27,4.27,3.1,3.69
Tripura,2025-02-01,2025,2,170.99,177.41,174.2,1.87,1.33,1.6
Tripura,2025-03-01,2025,3,174.26,183.79,179.02,3.53,4.68,4.11
Tripura,2025-04-01,2025,4,174.19,182.54,178.37,3.22,3.68,3.45
Tripura,2025-05-01,2025,5,176.9,182.6,179.75,4.55,3.42,3.98
Tripura,2025-06-01,2025,6,178.97,182.86,180.92,5.48,3.27,4.38
Tripura,2025-07-01,2025,7,176.36,183.3,179.83,3.67,3.23,3.45
Tripura,2025-08-01,2025,8,178.52,184.85,181.68,4.66,3.81,4.23
Tripura,2025-09-01,2025,9,178.24,185.46,181.85,4.22,3.86,4.04
Tripura,2025-10-01,2025,10,175.33,184.88,180.1,2.24,3.25,2.75
Tripura,2025-11-01,2025,11,177.31,188.64,182.97,3.13,5.06,4.09
Tripura,2025-12-01,2025,12,177.56,191.86,184.71,3.0,6.55,4.78
Tripura,2026-01-01,2026,1,177.9,186.3,182.1,2.93,3.18,3.05
Uttar Pradesh,2020-01-01,2020,1,141.11,145.67,143.39,6.06,6.96,6.51
Uttar Pradesh,2020-02-01,2020,2,141.26,145.2,143.23,3.22,6.58,4.9
Uttar Pradesh,2020-03-01,2020,3,137.67,140.44,139.05,3.97,6.98,5.48
Uttar Pradesh,2020-04-01,2020,4,137.85,141.14,139.5,5.11,3.23,4.17
Uttar Pradesh,2020-05-01,2020,5,139.13,140.82,139.98,4.3,3.16,3.73
Uttar Pradesh,2020-06-01,2020,6,142.19,141.25,141.72,3.23,4.1,3.66
Uttar Pradesh,2020-07-01,2020,7,145.36,148.73,147.04,4.73,5.48,5.1
Uttar Pradesh,2020-08-01,2020,8,146.5,149.47,147.98,3.46,3.39,3.42
Uttar Pradesh,2020-09-01,2020,9,146.16,149.08,147.62,3.17,4.76,3.97
Uttar Pradesh,2020-10-01,2020,10,143.55,151.71,147.63,5.87,6.62,6.25
Uttar Pradesh,2020-11-01,2020,11,149.66,159.46,154.56,3.28,5.43,4.36
Uttar Pradesh,2020-12-01,2020,12,146.88,159.49,153.18,6.95,3.98,5.47
Uttar Pradesh,2021-01-01,2021,1,148.39,157.47,152.93,5.87,8.48,7.17
Uttar Pradesh,2021-02-01,2021,2,148.12,154.55,151.33,5.23,5.99,5.61
Uttar Pradesh,2021-03-01,2021,3,150.23,153.02,151.62,6.28,4.47,5.38
Uttar Pradesh,2021-04-01,2021,4,148.88,155.22,152.05,4.89,5.5,5.19
Uttar Pradesh,2021-05-01,2021,5,149.5,155.01,152.26,4.89,4.9,4.89
Uttar Pradesh,2021-06-01,2021,6,152.39,156.6,154.49,6.47,5.51,5.99
Uttar Pradesh,2021-07-01,2021,7,153.34,156.92,155.13,6.69,5.26,5.98
Uttar Pradesh,2021-08-01,2021,8,153.67,158.17,155.92,6.49,5.63,6.06
Uttar Pradesh,2021-09-01,2021,9,151.5,159.25,155.38,4.55,5.9,5.22
Uttar Pradesh,2021-10-01,2021,10,152.41,158.9,155.66,4.75,5.21,4.98
Uttar Pradesh,2021-11-01,2021,11,151.95,162.88,157.42,4.01,7.38,5.69
Uttar Pradesh,2021-12-01,2021,12,153.85,163.22,158.54,4.89,7.14,6.01
Uttar Pradesh,2022-01-01,2022,1,154.51,162.89,158.7,4.91,6.47,5.69
Uttar Pradesh,2022-02-01,2022,2,153.21,161.9,157.56,3.61,5.37,4.49
Uttar Pradesh,2022-03-01,2022,3,161.4,169.96,165.68,8.71,10.15,9.43
Uttar Pradesh,2022-04-01,2022,4,162.29,170.31,166.3,8.88,9.92,9.4
Uttar Pradesh,2022-05-01,2022,5,162.68,171.8,167.24,8.71,10.41,9.56
Uttar Pradesh,2022-06-01,2022,6,167.41,171.45,169.43,11.43,9.73,10.58
Uttar Pradesh,2022-07-01,2022,7,168.26,173.74,171.0,11.55,10.73,11.14
Uttar Pradesh,2022-08-01,2022,8,169.11,174.43,171.77,11.68,10.71,11.19
Uttar Pradesh,2022-09-01,2022,9,166.77,175.12,170.95,9.7,10.69,10.19
Uttar Pradesh,2022-10-01,2022,10,167.92,174.7,171.31,10.03,9.97,10.0
Uttar Pradesh,2022-11-01,2022,11,168.64,179.78,174.21,10.07,12.7,11.39
Uttar Pradesh,2022-12-01,2022,12,169.7,180.52,175.11,10.34,12.71,11.52
Uttar Pradesh,2023-01-01,2023,1,168.68,176.8,172.74,9.25,9.94,9.6
Uttar Pradesh,2023-02-01,2023,2,169.36,178.99,174.18,9.28,10.85,10.06
Uttar Pradesh,2023-03-01,2023,3,169.21,176.51,172.86,8.76,8.87,8.82
Uttar Pradesh,2023-04-01,2023,4,171.7,180.02,175.86,9.94,10.59,10.27
Uttar Pradesh,2023-05-01,2023,5,168.56,181.25,174.9,7.52,10.9,9.21
Uttar Pradesh,2023-06-01,2023,6,171.57,180.89,176.23,9.03,10.25,9.64
Uttar Pradesh,2023-07-01,2023,7,166.31,172.65,169.48,5.29,4.81,5.05
Uttar Pradesh,2023-08-01,2023,8,169.33,173.83,171.58,6.8,5.11,5.96
Uttar Pradesh,2023-09-01,2023,9,163.04,172.75,167.89,2.45,4.04,3.25
Uttar Pradesh,2023-10-01,2023,10,166.47,173.53,170.0,4.22,4.11,4.16
Uttar Pradesh,2023-11-01,2023,11,167.24,179.73,173.48,4.31,7.4,5.86
Uttar Pradesh,2023-12-01,2023,12,167.16,177.99,172.57,3.88,5.95,4.91
Uttar Pradesh,2024-01-01,2024,1,169.77,175.65,172.71,5.11,4.15,4.63
Uttar Pradesh,2024-02-01,2024,2,168.31,175.04,171.68,3.83,3.39,3.61
Uttar Pradesh,2024-03-01,2024,3,170.4,178.29,174.35,4.74,4.91,4.82
Uttar Pradesh,2024-04-01,2024,4,167.99,179.32,173.65,2.88,5.11,3.99
Uttar Pradesh,2024-05-01,2024,5,171.25,179.68,175.46,4.49,4.92,4.71
Uttar Pradesh,2024-06-01,2024,6,173.65,180.07,176.86,5.58,4.75,5.16
Uttar Pradesh,2024-07-01,2024,7,176.19,181.5,178.85,6.74,5.18,5.96
Uttar Pradesh,2024-08-01,2024,8,175.68,179.37,177.53,6.05,3.56,4.8
Uttar Pradesh,2024-09-01,2024,9,173.66,180.54,177.1,4.45,3.84,4.15
Uttar Pradesh,2024-10-01,2024,10,173.06,182.17,177.61,3.72,4.38,4.05
Uttar Pradesh,2024-11-01,2024,11,173.56,186.78,180.17,3.65,6.63,5.14
Uttar Pradesh,2024-12-01,2024,12,174.56,187.76,181.16,3.88,6.79,5.34
Uttar Pradesh,2025-01-01,2025,1,176.06,182.64,179.35,4.41,3.49,3.95
Uttar Pradesh,2025-02-01,2025,2,179.25,186.17,182.71,5.93,5.1,5.52
Uttar Pradesh,2025-03-01,2025,3,176.1,185.3,180.7,3.7,4.23,3.97
Uttar Pradesh,2025-04-01,2025,4,178.89,186.68,182.78,4.98,4.62,4.8
Uttar Pradesh,2025-05-01,2025,5,177.58,188.14,182.86,3.85,5.06,4.45
Uttar Pradesh,2025-06-01,2025,6,183.7,185.68,184.69,7.06,3.31,5.18
Uttar Pradesh,2025-07-01,2025,7,181.16,189.38,185.27,5.22,4.98,5.1
Uttar Pradesh,2025-08-01,2025,8,181.95,188.86,185.4,5.31,4.32,4.81
Uttar Pradesh,2025-09-01,2025,9,181.88,190.0,185.94,4.91,4.57,4.74
Uttar Pradesh,2025-10-01,2025,10,180.13,189.54,184.83,3.54,3.95,3.75
Uttar Pradesh,2025-11-01,2025,11,180.91,193.77,187.34,3.64,5.89,4.77
Uttar Pradesh,2025-12-01,2025,12,182.22,192.83,187.53,4.04,5.0,4.52
Uttar Pradesh,2026-01-01,2026,1,182.69,193.17,187.93,3.95,4.82,4.38
Uttarakhand,2020-01-01,2020,1,156.16,160.42,158.29,3.47,3.55,3.51
Uttarakhand,2020-02-01,2020,2,156.41,161.73,159.07,5.18,4.75,4.96
Uttarakhand,2020-03-01,2020,3,152.34,155.28,153.81,4.44,5.12,4.78
Uttarakhand,2020-04-01,2020,4,152.25,155.46,153.86,5.49,4.12,4.8
Uttarakhand,2020-05-01,2020,5,153.43,156.7,155.07,6.54,6.18,6.36
Uttarakhand,2020-06-01,2020,6,156.9,157.07,156.99,6.27,4.88,5.57
Uttarakhand,2020-07-01,2020,7,161.24,163.99,162.61,6.64,5.28,5.96
Uttarakhand,2020-08-01,2020,8,162.82,165.07,163.94,4.65,5.25,4.95
Uttarakhand,2020-09-01,2020,9,159.29,165.88,162.59,5.26,4.48,4.87
Uttarakhand,2020-10-01,2020,10,161.88,165.87,163.88,4.09,6.8,5.45
Uttarakhand,2020-11-01,2020,11,165.08,174.77,169.93,3.37,4.5,3.93
Uttarakhand,2020-12-01,2020,12,164.35,176.11,170.23,4.54,3.01,3.77
Uttarakhand,2021-01-01,2021,1,165.32,172.89,169.1,6.0,7.41,6.7
Uttarakhand,2021-02-01,2021,2,162.67,167.88,165.27,3.95,3.92,3.93
Uttarakhand,2021-03-01,2021,3,162.96,169.3,166.13,3.79,4.43,4.11
Uttarakhand,2021-04-01,2021,4,163.34,168.8,166.07,3.68,3.75,3.72
Uttarakhand,2021-05-01,2021,5,164.41,170.15,167.28,4.01,4.21,4.11
Uttarakhand,2021-06-01,2021,6,166.88,170.69,168.79,5.23,4.17,4.7
Uttarakhand,2021-07-01,2021,7,167.78,171.29,169.54,5.45,4.17,4.81
Uttarakhand,2021-08-01,2021,8,169.04,171.26,170.15,5.88,3.79,4.83
Uttarakhand,2021-09-01,2021,9,166.76,172.05,169.41,4.12,3.9,4.01
Uttarakhand,2021-10-01,2021,10,166.85,172.66,169.76,3.83,3.91,3.87
Uttarakhand,2021-11-01,2021,11,167.85,176.93,172.39,4.11,6.11,5.11
Uttarakhand,2021-12-01,2021,12,168.83,177.63,173.23,4.38,6.16,5.27
Uttarakhand,2022-01-01,2022,1,167.97,174.4,171.18,3.51,3.87,3.69
Uttarakhand,2022-02-01,2022,2,169.51,176.47,172.99,4.12,4.74,4.43
Uttarakhand,2022-03-01,2022,3,176.02,184.94,180.48,7.77,9.39,8.58
Uttarakhand,2022-04-01,2022,4,176.38,185.56,180.97,7.64,9.39,8.52
Uttarakhand,2022-05-01,2022,5,177.53,185.87,181.7,8.0,9.2,8.6
Uttarakhand,2022-06-01,2022,6,180.34,187.36,183.85,9.36,9.7,9.53
Uttarakhand,2022-07-01,2022,7,181.85,186.91,184.38,9.93,9.07,9.5
Uttarakhand,2022-08-01,2022,8,181.89,188.94,185.41,9.6,9.88,9.74
Uttarakhand,2022-09-01,2022,9,180.81,188.33,184.57,8.61,9.16,8.88
Uttarakhand,2022-10-01,2022,10,181.19,188.82,185.0,8.49,9.08,8.78
Uttarakhand,2022-11-01,2022,11,180.35,193.55,186.95,7.65,11.44,9.54
Uttarakhand,2022-12-01,2022,12,181.32,194.09,187.7,7.89,11.37,9.63
Uttarakhand,2023-01-01,2023,1,181.96,191.11,186.54,7.94,9.31,8.62
Uttarakhand,2023-02-01,2023,2,182.26,191.96,187.11,7.78,9.43,8.6
Uttarakhand,2023-03-01,2023,3,183.45,192.79,188.12,8.14,9.54,8.84
Uttarakhand,2023-04-01,2023,4,183.81,192.93,188.37,8.02,9.26,8.64
Uttarakhand,2023-05-01,2023,5,184.15,193.95,189.05,7.89,9.48,8.68
Uttarakhand,2023-06-01,2023,6,187.27,193.61,190.44,9.38,8.93,9.16
Uttarakhand,2023-07-01,2023,7,181.68,184.87,183.28,5.79,3.68,4.73
Uttarakhand,2023-08-01,2023,8,181.01,186.74,183.88,5.08,4.39,4.73
Uttarakhand,2023-09-01,2023,9,178.7,186.9,182.8,3.42,4.14,3.78
Uttarakhand,2023-10-01,2023,10,178.83,186.57,182.7,3.18,3.62,3.4
Uttarakhand,2023-11-01,2023,11,179.26,192.09,185.68,3.12,6.35,4.73
Uttarakhand,2023-12-01,2023,12,181.44,191.23,186.33,4.06,5.53,4.79
Uttarakhand,2024-01-01,2024,1,180.7,189.44,185.07,3.32,4.21,3.77
Uttarakhand,2024-02-01,2024,2,181.65,189.81,185.73,3.55,4.09,3.82
Uttarakhand,2024-03-01,2024,3,182.48,189.78,186.13,3.71,3.74,3.73
Uttarakhand,2024-04-01,2024,4,183.57,190.96,187.26,4.02,4.06,4.04
Uttarakhand,2024-05-01,2024,5,183.32,191.09,187.21,3.57,3.8,3.69
